,no,label,title,href
0,18.449,Conseil des Etats - 11.06.2019-15:15 - Initiative parlementaire - Vonlanthen Beat,La diversité à la place de la concentration. Garantir une production de programmes par la SSR qui soit décentralisée,https://www.parlament.ch/fr/ratsbetrieb/amtliches-bulletin/amtliches-bulletin-die-verhandlungen?SubjectId=46292
1,18.313,Conseil des Etats - 20.03.2019-08:30 - Initiative cantonale - Genève,Donner aux cantons les moyens de réaliser l'égalité entre femmes et hommes,https://www.parlament.ch/fr/ratsbetrieb/amtliches-bulletin/amtliches-bulletin-die-verhandlungen?SubjectId=45785
2,17.067,Conseil des Etats - 19.03.2019-08:15 - Objet du Conseil fédéral,Adapter le droit du mandat et l’art. 404 CO au XXIe siècle. Rapport du Conseil fédéral sur le classement de la motion 11.3909 (Barthassat),https://www.parlament.ch/fr/ratsbetrieb/amtliches-bulletin/amtliches-bulletin-die-verhandlungen?SubjectId=45740
3,18.038,Conseil des Etats - 19.03.2019-08:15 - Objet du Conseil fédéral,Elaboration d'une loi réglant tous les aspects de la profession d'avocat. Rapport du Conseil fédéral sur le classement de la motion 12.3372 (Vogler),https://www.parlament.ch/fr/ratsbetrieb/amtliches-bulletin/amtliches-bulletin-die-verhandlungen?SubjectId=45738
4,12.402,Conseil des Etats - 18.03.2019-15:15 - Initiative parlementaire - Eder Joachim,Rôle de la Commission fédérale pour la protection de la nature et du paysage,https://www.parlament.ch/fr/ratsbetrieb/amtliches-bulletin/amtliches-bulletin-die-verhandlungen?SubjectId=45640
5,16.077,Conseil des Etats - 12.03.2019-08:15 - Objet du Conseil fédéral,CO. Droit de la société anonyme,https://www.parlament.ch/fr/ratsbetrieb/amtliches-bulletin/amtliches-bulletin-die-verhandlungen?SubjectId=45539
6,17.073,Conseil des Etats - 07.03.2019-08:15 - Objet du Conseil fédéral,Accord conclu entre la Suisse et l’Union européenne sur le couplage de leurs systèmes d’échange de quotas d’émission. Approbation et mise en oeuvre (modification de la loi sur le CO2),https://www.parlament.ch/fr/ratsbetrieb/amtliches-bulletin/amtliches-bulletin-die-verhandlungen?SubjectId=45386
7,16.076,Conseil des Etats - 06.03.2019-08:15 - Objet du Conseil fédéral,Loi sur le traitement fiscal des sanctions financières,https://www.parlament.ch/fr/ratsbetrieb/amtliches-bulletin/amtliches-bulletin-die-verhandlungen?SubjectId=45365
8,18.4092,Conseil des Etats - 11.12.2018-08:15 - Postulat - Commission des affaires juridiques-Conseil des Etats,"Conséquences des ""actions de loyauté""",https://www.parlament.ch/fr/ratsbetrieb/amtliches-bulletin/amtliches-bulletin-die-verhandlungen?SubjectId=44965
9,16.077,Conseil des Etats - 11.12.2018-08:15 - Objet du Conseil fédéral,CO. Droit de la société anonyme,https://www.parlament.ch/fr/ratsbetrieb/amtliches-bulletin/amtliches-bulletin-die-verhandlungen?SubjectId=44960
10,18.311,Conseil des Etats - 03.12.2018-15:15 - Initiative cantonale - Genève,"Pour un moratoire fédéral sur l'importation, l'exploration et l'exploitation de gaz de schiste en Suisse",https://www.parlament.ch/fr/ratsbetrieb/amtliches-bulletin/amtliches-bulletin-die-verhandlungen?SubjectId=44852
11,18.3869,Conseil des Etats - 28.11.2018-08:15 - Motion - Ettlin Erich,Accorder la même importance aux terres agricoles qu'aux forêts. Halte à la perte de terres agricoles au profit des forêts,https://www.parlament.ch/fr/ratsbetrieb/amtliches-bulletin/amtliches-bulletin-die-verhandlungen?SubjectId=44742
12,18.3018,Conseil des Etats - 28.11.2018-08:15 - Motion - Salzmann Werner,Utilisation correcte des indemnités fédérales destinées à l'assainissement des buttes pare-balles,https://www.parlament.ch/fr/ratsbetrieb/amtliches-bulletin/amtliches-bulletin-die-verhandlungen?SubjectId=44739
13,17.062,Conseil des Etats - 28.11.2018-08:15 - Objet du Conseil fédéral,Protection des victimes de violence. Loi,https://www.parlament.ch/fr/ratsbetrieb/amtliches-bulletin/amtliches-bulletin-die-verhandlungen?SubjectId=44731
14,15.3733,Conseil des Etats - 27.09.2018-08:15 - Motion - Wobmann Walter,Suppression de la taxe d'incitation sur les COV,https://www.parlament.ch/fr/ratsbetrieb/amtliches-bulletin/amtliches-bulletin-die-verhandlungen?SubjectId=44417
15,15.313,Conseil des Etats - 26.09.2018-08:45 - Initiative cantonale - Genève,Sauvons les barrages et l'énergie hydraulique suisses,https://www.parlament.ch/fr/ratsbetrieb/amtliches-bulletin/amtliches-bulletin-die-verhandlungen?SubjectId=44385
16,17.478,Conseil des Etats - 26.09.2018-08:45 - Initiative parlementaire - Minder Thomas,"Consacrer démocratiquement le ""Cantique suisse"" comme étant l'hymne national de la Suisse",https://www.parlament.ch/fr/ratsbetrieb/amtliches-bulletin/amtliches-bulletin-die-verhandlungen?SubjectId=44382
17,18.3717,Conseil des Etats - 25.09.2018-08:15 - Motion - Commission de politique extérieure-Conseil des Etats,Aucune concession en ce qui concerne l'huile de palme,https://www.parlament.ch/fr/ratsbetrieb/amtliches-bulletin/amtliches-bulletin-die-verhandlungen?SubjectId=44366
18,18.056,Conseil des Etats - 20.09.2018-08:15 - Objet du Conseil fédéral,Loi sur les forces hydrauliques. Modification,https://www.parlament.ch/fr/ratsbetrieb/amtliches-bulletin/amtliches-bulletin-die-verhandlungen?SubjectId=44152
19,17.4079,Conseil des Etats - 19.09.2018-08:15 - Motion - Burkart Thierry,Application de l'hypothèque légale des artisans et entrepreneurs. Concrétisation de la possibilité qu'a le propriétaire de fournir des sûretés suffisantes,https://www.parlament.ch/fr/ratsbetrieb/amtliches-bulletin/amtliches-bulletin-die-verhandlungen?SubjectId=44105
20,16.3547,Conseil des Etats - 19.09.2018-08:15 - Motion - Flückiger-Bäni Sylvia,"Durcissement des sanctions en cas de violences contre la police, les autorités et les fonctionnaires",https://www.parlament.ch/fr/ratsbetrieb/amtliches-bulletin/amtliches-bulletin-die-verhandlungen?SubjectId=44101
21,17.3978,Conseil des Etats - 17.09.2018-15:15 - Motion - Commission des finances-Conseil national,Loi fédérale sur le personnel. Abrogation des dispositions relatives à la compensation du renchérissement,https://www.parlament.ch/fr/ratsbetrieb/amtliches-bulletin/amtliches-bulletin-die-verhandlungen?SubjectId=44043
