,no,label,title,href
0,18.3278,Conseil national - 14.06.2019-08:00 - Postulat - Tornare Manuel,KFOR. Une stratégie cohérente pour l'Europe du Sud-Est,https://www.parlament.ch/fr/ratsbetrieb/amtliches-bulletin/amtliches-bulletin-die-verhandlungen?SubjectId=46374
1,19.008,Conseil national - 21.03.2019-08:00 - Objet du Conseil fédéral,Politique économique extérieure 2018. Rapport,https://www.parlament.ch/fr/ratsbetrieb/amtliches-bulletin/amtliches-bulletin-die-verhandlungen?SubjectId=45827
2,18.067,Conseil national - 18.03.2019-14:30 - Objet du Conseil fédéral,Réduction des disparités économiques et sociales dans l'Union européenne élargie. Deuxième contribution de la Suisse en faveur de certains Etats membres de l’UE,https://www.parlament.ch/fr/ratsbetrieb/amtliches-bulletin/amtliches-bulletin-die-verhandlungen?SubjectId=45644
3,18.4093,Conseil national - 11.12.2018-08:00 - Motion - Commission des institutions politiques-Conseil national,Pacte de l'ONU sur les migrations. Soumettre à l'Assemblée fédérale la décision d'approbation,https://www.parlament.ch/fr/ratsbetrieb/amtliches-bulletin/amtliches-bulletin-die-verhandlungen?SubjectId=44966
4,18.4093,Conseil national - 06.12.2018-08:00 - Motion - Commission des institutions politiques-Conseil national,Pacte de l'ONU sur les migrations. Soumettre à l'Assemblée fédérale la décision d'approbation,https://www.parlament.ch/fr/ratsbetrieb/amtliches-bulletin/amtliches-bulletin-die-verhandlungen?SubjectId=44883
5,13.407,Conseil national - 25.09.2018-08:00 - Initiative parlementaire - Reynard Mathias,Lutter contre les discriminations basées sur l'orientation sexuelle,https://www.parlament.ch/fr/ratsbetrieb/amtliches-bulletin/amtliches-bulletin-die-verhandlungen?SubjectId=44372
6,17.497,"Conseil national - 12.06.2018-08:00 - Initiative parlementaire - Commission de la science, de l'éducation et de la culture-Conseil national",Aides financières à l'accueil extrafamilial pour enfants. Prolonger le programme d'impulsion de la Confédération,https://www.parlament.ch/fr/ratsbetrieb/amtliches-bulletin/amtliches-bulletin-die-verhandlungen?SubjectId=43564
7,18.012,Conseil national - 28.05.2018-14:30 - Objet du Parlement,Délégation parlementaire auprès du Conseil de l'Europe. Rapport,https://www.parlament.ch/fr/ratsbetrieb/amtliches-bulletin/amtliches-bulletin-die-verhandlungen?SubjectId=43213
8,17.3362,Conseil national - 27.09.2017-08:15 - Motion - Commission des finances-Conseil national,Fixation du montant du financement de l'aide publique au développement,https://www.parlament.ch/fr/ratsbetrieb/amtliches-bulletin/amtliches-bulletin-die-verhandlungen?SubjectId=41179
9,16.071,Conseil national - 14.09.2017-08:00 - Objet du Conseil fédéral,Oui à la suppression des redevances radio et télévision (suppression des redevances Billag). Initiative populaire,https://www.parlament.ch/fr/ratsbetrieb/amtliches-bulletin/amtliches-bulletin-die-verhandlungen?SubjectId=40921
10,17.012,Conseil national - 06.06.2017-14:30 - Objet du Parlement,Délégation parlementaire auprès du Conseil de l'Europe. Rapport,https://www.parlament.ch/fr/ratsbetrieb/amtliches-bulletin/amtliches-bulletin-die-verhandlungen?SubjectId=40293
11,17.008,Conseil national - 16.03.2017-08:00 - Objet du Conseil fédéral,Politique économique extérieure 2016. Rapport,https://www.parlament.ch/fr/ratsbetrieb/amtliches-bulletin/amtliches-bulletin-die-verhandlungen?SubjectId=39769
12,15.460,Conseil national - 13.03.2017-14:30 - Initiative parlementaire - Tornare Manuel,"Lutter contre les discriminations raciales, antisémites et homophobes. Introduire un droit de recours pour les organisations de défense de minorités",https://www.parlament.ch/fr/ratsbetrieb/amtliches-bulletin/amtliches-bulletin-die-verhandlungen?SubjectId=39608
13,16.3838,Conseil national - 08.03.2017-08:00 - Postulat - Tornare Manuel,Ramener la paix en Turquie,https://www.parlament.ch/fr/ratsbetrieb/amtliches-bulletin/amtliches-bulletin-die-verhandlungen?SubjectId=39489
14,15.4143,Conseil national - 08.03.2017-08:00 - Motion - Tornare Manuel,Mise en oeuvre de l'Agenda 2030 de l'ONU. Observatoire indépendant,https://www.parlament.ch/fr/ratsbetrieb/amtliches-bulletin/amtliches-bulletin-die-verhandlungen?SubjectId=39483
15,16.3600,Conseil national - 08.03.2017-08:00 - Motion - Tornare Manuel,Situation en Erythrée. Soutenir les efforts des Nations Unies,https://www.parlament.ch/fr/ratsbetrieb/amtliches-bulletin/amtliches-bulletin-die-verhandlungen?SubjectId=39477
16,16.060,Conseil national - 08.03.2017-08:00 - Objet du Conseil fédéral,La Suisse et les conventions du Conseil de l’Europe. Onzième rapport,https://www.parlament.ch/fr/ratsbetrieb/amtliches-bulletin/amtliches-bulletin-die-verhandlungen?SubjectId=39470
17,16.5383,Conseil national - 26.09.2016-14:30 - Heure des questions. Question - Tornare Manuel,Pharmacies. Des pratiques douteuses d'intégristes religieux,https://www.parlament.ch/fr/ratsbetrieb/amtliches-bulletin/amtliches-bulletin-die-verhandlungen?SubjectId=38219
18,16.027,Conseil national - 21.09.2016-15:00 - Objet du Conseil fédéral,Loi sur les étrangers. Gestion de I‘immigration et amélioration de la mise en oeuvre des accords sur la libre circulation des personnes,https://www.parlament.ch/fr/ratsbetrieb/amtliches-bulletin/amtliches-bulletin-die-verhandlungen?SubjectId=38167
