,no,label,title,href
0,18.082,Conseil national - 12.06.2019-08:00 - Objet du Conseil fédéral,Mise en oeuvre des recommandations du Forum mondial sur la transparence et l’échange de renseignements à des fins fiscales,https://www.parlament.ch/fr/ratsbetrieb/amtliches-bulletin/amtliches-bulletin-die-verhandlungen?SubjectId=46321
1,16.314,Conseil national - 09.05.2019-15:00 - Initiative cantonale - Zoug,Modification de la loi fédérale sur l'unité monétaire et les moyens de paiement,https://www.parlament.ch/fr/ratsbetrieb/amtliches-bulletin/amtliches-bulletin-die-verhandlungen?SubjectId=46118
2,17.043,Conseil national - 09.05.2019-08:00 - Objet du Conseil fédéral,Loi sur le contrat d’assurance. Modification,https://www.parlament.ch/fr/ratsbetrieb/amtliches-bulletin/amtliches-bulletin-die-verhandlungen?SubjectId=46115
3,18.082,Conseil national - 20.03.2019-08:30 - Objet du Conseil fédéral,Mise en oeuvre des recommandations du Forum mondial sur la transparence et l’échange de renseignements à des fins fiscales,https://www.parlament.ch/fr/ratsbetrieb/amtliches-bulletin/amtliches-bulletin-die-verhandlungen?SubjectId=45766
4,18.4094,Conseil national - 13.03.2019-15:00 - Motion - Commission de l'économie et des redevances-Conseil national,Transactions en argent liquide. Seuil didentification des opérations de caisse,https://www.parlament.ch/fr/ratsbetrieb/amtliches-bulletin/amtliches-bulletin-die-verhandlungen?SubjectId=45572
5,18.3718,Conseil national - 13.03.2019-15:00 - Motion - Commission de l'économie et des redevances-Conseil national,Calcul de la réduction pour participation (empêcher l'augmentation de la charge d'impôt sur le bénéfice résultant de l'émission d'instruments financiers par la société mère et du transfert intragroupe des instruments qui en proviennent),https://www.parlament.ch/fr/ratsbetrieb/amtliches-bulletin/amtliches-bulletin-die-verhandlungen?SubjectId=45569
6,18.3505,Conseil national - 13.03.2019-15:00 - Motion - Noser Ruedi,Offrir des possibilités de placement collectif compétitives sur le marché international. Adapter la LPCC dans l'intérêt des investisseurs suisses,https://www.parlament.ch/fr/ratsbetrieb/amtliches-bulletin/amtliches-bulletin-die-verhandlungen?SubjectId=45568
7,18.063,Conseil national - 13.03.2019-08:00 - Objet du Conseil fédéral,Convention multilatérale pour la mise en oeuvre des mesures relatives aux conventions fiscales pour prévenir l'érosion de la base d'imposition et le transfert de bénéfices. Approbation,https://www.parlament.ch/fr/ratsbetrieb/amtliches-bulletin/amtliches-bulletin-die-verhandlungen?SubjectId=45564
8,18.025,Conseil national - 07.03.2019-08:00 - Objet du Conseil fédéral,Loi sur l'unité monétaire et les moyens de paiement (LUMMP). Modification,https://www.parlament.ch/fr/ratsbetrieb/amtliches-bulletin/amtliches-bulletin-die-verhandlungen?SubjectId=45393
9,17.455,Conseil national - 11.12.2018-08:00 - Initiative parlementaire - Thorens Goumaz Adèle,"Donner un cadre de durabilité, sur la base de notre Constitution, aux activités de la BNS",https://www.parlament.ch/fr/ratsbetrieb/amtliches-bulletin/amtliches-bulletin-die-verhandlungen?SubjectId=44969
10,16.309,Conseil national - 25.09.2018-08:00 - Initiative cantonale - Jura,Crise laitière et gestion des volumes,https://www.parlament.ch/fr/ratsbetrieb/amtliches-bulletin/amtliches-bulletin-die-verhandlungen?SubjectId=44355
11,18.020,Conseil national - 20.09.2018-08:00 - Objet du Conseil fédéral,Calcul de la réduction pour participation en cas d‘émission d‘instruments dans le cadre du régime des établissements financiers trop grands pour être mis en faillite. Loi,https://www.parlament.ch/fr/ratsbetrieb/amtliches-bulletin/amtliches-bulletin-die-verhandlungen?SubjectId=44163
12,16.076,Conseil national - 18.09.2018-08:00 - Objet du Conseil fédéral,Loi sur le traitement fiscal des sanctions financières,https://www.parlament.ch/fr/ratsbetrieb/amtliches-bulletin/amtliches-bulletin-die-verhandlungen?SubjectId=44053
