,no,label,title,href
0,17.060,Conseil national - 13.06.2019-08:00 - Objet du Conseil fédéral,Entreprises responsables – pour protéger l’être humain et l’environnement. Initiative populaire,https://www.parlament.ch/fr/ratsbetrieb/amtliches-bulletin/amtliches-bulletin-die-verhandlungen?SubjectId=46336
1,19.016,Conseil national - 11.06.2019-14:30 - Objet du Conseil fédéral,Promotion économique 2020-2023,https://www.parlament.ch/fr/ratsbetrieb/amtliches-bulletin/amtliches-bulletin-die-verhandlungen?SubjectId=46262
2,16.318,Conseil national - 09.05.2019-15:00 - Initiative cantonale - Argovie,Abolition de la pénalisation du mariage,https://www.parlament.ch/fr/ratsbetrieb/amtliches-bulletin/amtliches-bulletin-die-verhandlungen?SubjectId=46119
3,18.3473,Conseil national - 21.03.2019-15:00 - Motion - Abate Fabio,Optimisation des mesures d'accompagnement. Modification de l'article 2 de la loi sur les travailleurs détachés,https://www.parlament.ch/fr/ratsbetrieb/amtliches-bulletin/amtliches-bulletin-die-verhandlungen?SubjectId=45832
4,18.053,Conseil national - 29.11.2018-08:00 - Objet du Conseil fédéral,Jeux olympiques et paralympiques d'hiver 2026 en Suisse. Contributions de la Confédération,https://www.parlament.ch/fr/ratsbetrieb/amtliches-bulletin/amtliches-bulletin-die-verhandlungen?SubjectId=44746
5,15.468,Conseil national - 26.11.2018-14:30 - Initiative parlementaire - Borer Roland F.,LAMal. Renforcer la responsabilité individuelle,https://www.parlament.ch/fr/ratsbetrieb/amtliches-bulletin/amtliches-bulletin-die-verhandlungen?SubjectId=44714
6,18.036,Conseil national - 26.11.2018-14:30 - Objet du Conseil fédéral,LAMal. Adaptation des franchises à l'évolution des coûts,https://www.parlament.ch/fr/ratsbetrieb/amtliches-bulletin/amtliches-bulletin-die-verhandlungen?SubjectId=44712
7,18.440,Conseil national - 26.11.2018-14:30 - Initiative parlementaire - Commission de la sécurité sociale et de la santé publique-Conseil national,Prolongation pour une durée déterminée de la limitation de l'admission à pratiquer définie à l'article 55a LAMal,https://www.parlament.ch/fr/ratsbetrieb/amtliches-bulletin/amtliches-bulletin-die-verhandlungen?SubjectId=44711
8,18.213,Conseil national - 26.11.2018-14:30 - Objet du Parlement,Conseil national. Election de la présidence,https://www.parlament.ch/fr/ratsbetrieb/amtliches-bulletin/amtliches-bulletin-die-verhandlungen?SubjectId=44707
9,18.9001,Conseil national - 26.11.2018-14:30,Communications du président,https://www.parlament.ch/fr/ratsbetrieb/amtliches-bulletin/amtliches-bulletin-die-verhandlungen?SubjectId=44708
10,18.9001,Conseil national - 28.09.2018-08:00,Communications du président,https://www.parlament.ch/fr/ratsbetrieb/amtliches-bulletin/amtliches-bulletin-die-verhandlungen?SubjectId=44477
11,18.2014,Conseil national - 28.09.2018-08:00 - Pétition - Action citoyenne pour une politique d'asile digne de la Suisse,Pour le droit d'asile des Érythréens!,https://www.parlament.ch/fr/ratsbetrieb/amtliches-bulletin/amtliches-bulletin-die-verhandlungen?SubjectId=44465
12,18.2001,Conseil national - 28.09.2018-08:00 - Pétition - Ivisic Katarina,Pour un registre public des membres de la scientologie,https://www.parlament.ch/fr/ratsbetrieb/amtliches-bulletin/amtliches-bulletin-die-verhandlungen?SubjectId=44480
13,17.2019,Conseil national - 28.09.2018-08:00 - Pétition - Ghiringhelli Giorgio,Il faut interdire les mouvements islamistes en Suisse!,https://www.parlament.ch/fr/ratsbetrieb/amtliches-bulletin/amtliches-bulletin-die-verhandlungen?SubjectId=44464
14,15.434,Conseil national - 28.09.2018-08:00 - Initiative parlementaire - Kessler Margrit,Octroyer le congé de maternité au père en cas de décès de la mère,https://www.parlament.ch/fr/ratsbetrieb/amtliches-bulletin/amtliches-bulletin-die-verhandlungen?SubjectId=44463
15,15.433,Conseil national - 28.09.2018-08:00 - Initiative parlementaire - Caroni Andrea,Mandats des lobbyistes ayant accès au Palais du Parlement. Pour plus de transparence,https://www.parlament.ch/fr/ratsbetrieb/amtliches-bulletin/amtliches-bulletin-die-verhandlungen?SubjectId=44478
16,15.409,Conseil national - 28.09.2018-08:00 - Initiative parlementaire - Markwalder Christa,Protection du secret professionnel des juristes d'entreprise,https://www.parlament.ch/fr/ratsbetrieb/amtliches-bulletin/amtliches-bulletin-die-verhandlungen?SubjectId=44476
17,14.422,Conseil national - 28.09.2018-08:00 - Initiative parlementaire - Aeschi Thomas,Droit de veto du Parlement sur les ordonnances du Conseil fédéral,https://www.parlament.ch/fr/ratsbetrieb/amtliches-bulletin/amtliches-bulletin-die-verhandlungen?SubjectId=44475
18,12.502,Conseil national - 28.09.2018-08:00 - Initiative parlementaire - Hutter Markus,Droit du contrat d'entreprise. Pour des délais de réclamation équitables,https://www.parlament.ch/fr/ratsbetrieb/amtliches-bulletin/amtliches-bulletin-die-verhandlungen?SubjectId=44474
19,11.411,Conseil national - 28.09.2018-08:00 - Initiative parlementaire - Meier-Schatz Lucrezia,Créer une allocation d’assistance pour les personnes qui prennent soin d’un proche,https://www.parlament.ch/fr/ratsbetrieb/amtliches-bulletin/amtliches-bulletin-die-verhandlungen?SubjectId=44466
20,17.058,Conseil national - 28.09.2018-08:00 - Objet du Conseil fédéral,Loi sur les télécommunications. Révision,https://www.parlament.ch/fr/ratsbetrieb/amtliches-bulletin/amtliches-bulletin-die-verhandlungen?SubjectId=44450
21,18.031,Conseil national - 28.09.2018-08:00 - Objet du Conseil fédéral,Projet fiscal 17,https://www.parlament.ch/fr/ratsbetrieb/amtliches-bulletin/amtliches-bulletin-die-verhandlungen?SubjectId=44449
22,18.9001,Conseil national - 27.09.2018-15:00,Communications du président,https://www.parlament.ch/fr/ratsbetrieb/amtliches-bulletin/amtliches-bulletin-die-verhandlungen?SubjectId=44448
23,18.9008,Conseil national - 27.09.2018-15:00,"Débat d'actualité.
Relations entre la Suisse
et l'Union européenne",https://www.parlament.ch/fr/ratsbetrieb/amtliches-bulletin/amtliches-bulletin-die-verhandlungen?SubjectId=44441
24,18.9008,Conseil national - 27.09.2018-08:00,"Débat d'actualité.
Relations entre la Suisse
et l'Union européenne",https://www.parlament.ch/fr/ratsbetrieb/amtliches-bulletin/amtliches-bulletin-die-verhandlungen?SubjectId=44440
25,18.9001,Conseil national - 27.09.2018-08:00,Communications du président,https://www.parlament.ch/fr/ratsbetrieb/amtliches-bulletin/amtliches-bulletin-die-verhandlungen?SubjectId=44432
26,17.056,Conseil national - 27.09.2018-08:00 - Objet du Conseil fédéral,Pour que les contribuables soumis partiellement à l'impôt à l'étranger puissent faire valoir les déductions générales et les déductions sociales. Rapport du Conseil fédéral sur le classement de la motion 14.3299,https://www.parlament.ch/fr/ratsbetrieb/amtliches-bulletin/amtliches-bulletin-die-verhandlungen?SubjectId=44421
27,18.3385,Conseil national - 27.09.2018-08:00 - Initiative cantonale;Motion;Postulat - Commission de la politique de sécurité-Conseil national,Renforcement du Corps des gardes-frontière,https://www.parlament.ch/fr/ratsbetrieb/amtliches-bulletin/amtliches-bulletin-die-verhandlungen?SubjectId=44415
28,18.3278,Conseil national - 26.09.2018-15:00 - Postulat - Tornare Manuel,KFOR. Une stratégie cohérente pour l'Europe du Sud-Est,https://www.parlament.ch/fr/ratsbetrieb/amtliches-bulletin/amtliches-bulletin-die-verhandlungen?SubjectId=44414
29,18.028,Conseil national - 26.09.2018-15:00 - Objet du Conseil fédéral,Engagement de l'armée en faveur des autorités civiles. Arrêté fédéral,https://www.parlament.ch/fr/ratsbetrieb/amtliches-bulletin/amtliches-bulletin-die-verhandlungen?SubjectId=44412
30,18.023,Conseil national - 26.09.2018-15:00 - Objet du Conseil fédéral,WEF 2019-2021 à Davos. Engagement de l'armée en service d'appui,https://www.parlament.ch/fr/ratsbetrieb/amtliches-bulletin/amtliches-bulletin-die-verhandlungen?SubjectId=44411
31,17.4059,Conseil national - 26.09.2018-15:00 - Postulat - Thorens Goumaz Adèle,Utilisation du glyphosate. Etudier l'opportunité et les modalités d'un plan de sortie progressive,https://www.parlament.ch/fr/ratsbetrieb/amtliches-bulletin/amtliches-bulletin-die-verhandlungen?SubjectId=44399
