,biographyUrl,canton,cantonName,council,faction,factionName,firstName,function,homepage,id,lastName,number,party,partyName,pictureUrl,updated
125,http://www.parlament.ch/f/suche/Pages/biografie.aspx?biografie_id=4208,AG,Argovie,N,RL,Groupe libéral-radical,Matthias Samuel,Membre,www.matthias-jauslin.ch,4208,Jauslin,3109,PLR,PLR.Les Libéraux-Radicaux,http://www.parlament.ch/SiteCollectionImages/profil/225x225/3109.jpg,2018-01-10T17:07:41Z
126,http://www.parlament.ch/f/suche/Pages/biografie.aspx?biografie_id=3891,ZH,Zurich,S,S,Groupe socialiste,Daniel,Membre,www.jositsch.ch,3891,Jositsch,2694,PSS,Parti socialiste suisse,http://www.parlament.ch/SiteCollectionImages/profil/225x225/2694.jpg,2017-06-01T10:47:31Z
127,http://www.parlament.ch/f/suche/Pages/biografie.aspx?biografie_id=4218,AG,Argovie,N,G,Groupe des Verts,Irène,Membre,irenekaelin.ch,4218,Kälin,3119,PES,Parti écologiste suisse,http://www.parlament.ch/SiteCollectionImages/profil/225x225/3119.jpg,2018-11-20T15:53:08Z
128,http://www.parlament.ch/f/suche/Pages/biografie.aspx?biografie_id=4098,NW,Nidwald,N,V,Groupe de l'Union démocratique du Centre,Peter,Membre,www.kellerpeter.ch,4098,Keller,3013,UDC,Union Démocratique du Centre,http://www.parlament.ch/SiteCollectionImages/profil/225x225/3013.jpg,2016-06-13T11:01:33Z
129,http://www.parlament.ch/f/suche/Pages/biografie.aspx?biografie_id=4165,SG,St-Gall,N,V,Groupe de l'Union démocratique du Centre,Barbara,Membre,www.keller-inhelder.ch,4165,Keller-Inhelder,3081,UDC,Union Démocratique du Centre,http://www.parlament.ch/SiteCollectionImages/profil/225x225/3081.jpg,2015-10-30T17:14:05Z
130,http://www.parlament.ch/f/suche/Pages/biografie.aspx?biografie_id=1147,BE,Berne,N,S,Groupe socialiste,Margret,Membre,www.kienernellen.ch,1147,Kiener Nellen,2608,PSS,Parti socialiste suisse,http://www.parlament.ch/SiteCollectionImages/profil/225x225/2608.jpg,2018-01-16T09:29:30Z
131,http://www.parlament.ch/f/suche/Pages/biografie.aspx?biografie_id=4114,AG,Argovie,N,V,Groupe de l'Union démocratique du Centre,Hansjörg,Membre,www.hansjoerg-knecht.ch,4114,Knecht,3021,UDC,Union Démocratique du Centre,http://www.parlament.ch/SiteCollectionImages/profil/225x225/3021.jpg,2015-05-17T21:18:19Z
132,http://www.parlament.ch/f/suche/Pages/biografie.aspx?biografie_id=4166,ZH,Zurich,N,V,Groupe de l'Union démocratique du Centre,Roger,Membre,www.rogerköppel.ch,4166,Köppel,3082,UDC,Union Démocratique du Centre,http://www.parlament.ch/SiteCollectionImages/profil/225x225/3082.jpg,2015-11-20T14:49:26Z
133,http://www.parlament.ch/f/suche/Pages/biografie.aspx?biografie_id=1162,SZ,Schwyz,S,V,Groupe de l'Union démocratique du Centre,Alex,Membre,www.alex-kuprecht.ch,1162,Kuprecht,2641,UDC,Union Démocratique du Centre,http://www.parlament.ch/SiteCollectionImages/profil/225x225/2641.jpg,2015-11-13T14:44:30Z
134,http://www.parlament.ch/f/suche/Pages/biografie.aspx?biografie_id=4225,ZH,Zurich,N,C,Groupe PDC,Philipp,Membre,www.philippkutter.ch,4225,Kutter,3126,PDC,Parti démocrate-chrétien suisse,http://www.parlament.ch/SiteCollectionImages/profil/225x225/3126.jpg,2018-05-31T09:05:12Z
135,http://www.parlament.ch/f/suche/Pages/biografie.aspx?biografie_id=4008,GL,Glaris,N,BD,Groupe BD,Martin,Membre,www.landolt.info,4008,Landolt,2735,PBD,Parti bourgeois-démocratique suisse,http://www.parlament.ch/SiteCollectionImages/profil/225x225/2735.jpg,2015-11-25T08:20:33Z
136,http://www.parlament.ch/f/suche/Pages/biografie.aspx?biografie_id=1150,FR,Fribourg,S,S,Groupe socialiste,Christian,Membre,www.levrat.ch,1150,Levrat,2613,PSS,Parti socialiste suisse,http://www.parlament.ch/SiteCollectionImages/profil/225x225/2613.jpg,2015-11-20T13:50:17Z
137,http://www.parlament.ch/f/suche/Pages/biografie.aspx?biografie_id=4118,TG,Thurgovie,N,C,Groupe PDC,Christian,Membre,www.lohr.ch,4118,Lohr,3024,PDC,Parti démocrate-chrétien suisse,http://www.parlament.ch/SiteCollectionImages/profil/225x225/3024.jpg,2016-09-01T13:31:27Z
138,http://www.parlament.ch/f/suche/Pages/biografie.aspx?biografie_id=540,TI,Tessin,S,C,Groupe PDC,Filippo,Président(e),www.filippolombardi.ch,540,Lombardi,2561,PDC,Parti démocrate-chrétien suisse,http://www.parlament.ch/SiteCollectionImages/profil/225x225/2561.jpg,2019-02-11T09:00:29Z
139,http://www.parlament.ch/f/suche/Pages/biografie.aspx?biografie_id=3918,BE,Berne,S,BD,Groupe BD,Werner,Membre,www.werner-luginbuehl.ch,3918,Luginbühl,2721,PBD,Parti bourgeois-démocratique suisse,http://www.parlament.ch/SiteCollectionImages/profil/225x225/2721.jpg,2017-01-10T08:57:00Z
140,http://www.parlament.ch/f/suche/Pages/biografie.aspx?biografie_id=3895,GE,Genève,N,RL,Groupe libéral-radical,Christian,Membre,www.cms-vep.com,3895,Lüscher,2698,PLR,PLR.Les Libéraux-Radicaux,http://www.parlament.ch/SiteCollectionImages/profil/225x225/2698.jpg,2015-12-03T15:50:14Z
141,http://www.parlament.ch/f/suche/Pages/biografie.aspx?biografie_id=4018,NE,Neuchâtel,N,S,Groupe socialiste,Jacques-André,Membre,www.j-a-maire.ch,4018,Maire,2738,PSS,Parti socialiste suisse,http://www.parlament.ch/SiteCollectionImages/profil/225x225/2738.jpg,2015-10-27T16:58:54Z
142,http://www.parlament.ch/f/suche/Pages/biografie.aspx?biografie_id=4183,VS,Valais,N,C,Groupe PDC,Géraldine,Membre,,4183,Marchand-Balet,3083,PDC,Parti démocrate-chrétien suisse,http://www.parlament.ch/SiteCollectionImages/profil/225x225/3083.jpg,2018-05-15T16:52:05Z
143,http://www.parlament.ch/f/suche/Pages/biografie.aspx?biografie_id=1139,BE,Berne,N,RL,Groupe libéral-radical,Christa,Membre,www.christa-markwalder.ch,1139,Markwalder,2614,PLR,PLR.Les Libéraux-Radicaux,http://www.parlament.ch/SiteCollectionImages/profil/225x225/2614.jpg,2018-06-18T14:12:25Z
144,http://www.parlament.ch/f/suche/Pages/biografie.aspx?biografie_id=3923,VD,Vaud,N,S,Groupe socialiste,Ada,Membre,www.adamarra.blogspot.com,3923,Marra,2726,PSS,Parti socialiste suisse,http://www.parlament.ch/SiteCollectionImages/profil/225x225/2726.jpg,2015-11-24T15:14:37Z
145,http://www.parlament.ch/f/suche/Pages/biografie.aspx?biografie_id=4197,ZH,Zurich,N,S,Groupe socialiste,Min Li,Membre,www.minli-marti.ch,4197,Marti,3084,PSS,Parti socialiste suisse,http://www.parlament.ch/SiteCollectionImages/profil/225x225/3084.jpg,2016-12-06T15:58:15Z
146,http://www.parlament.ch/f/suche/Pages/biografie.aspx?biografie_id=4228,BL,Bâle-Campagne,N,S,Groupe socialiste,Samira,Membre,www.samira-marti.ch,4228,Marti,3129,PSS,Parti socialiste suisse,http://www.parlament.ch/SiteCollectionImages/profil/225x225/3129.jpg,2018-12-05T09:37:26Z
147,http://www.parlament.ch/f/suche/Pages/biografie.aspx?biografie_id=4167,GR,Grisons,N,V,Groupe de l'Union démocratique du Centre,Magdalena,Membre,www.martullo-blocher.ch,4167,Martullo-Blocher,3085,UDC,Union Démocratique du Centre,http://www.parlament.ch/SiteCollectionImages/profil/225x225/3085.jpg,2019-02-07T18:17:56Z
148,http://www.parlament.ch/f/suche/Pages/biografie.aspx?biografie_id=4130,BE,Berne,N,S,Groupe socialiste,Nadine,Membre,www.nadinemasshardt.ch,4130,Masshardt,3034,PSS,Parti socialiste suisse,http://www.parlament.ch/SiteCollectionImages/profil/225x225/3034.jpg,2019-05-23T08:33:56Z
149,http://www.parlament.ch/f/suche/Pages/biografie.aspx?biografie_id=4144,ZH,Zurich,N,V,Groupe de l'Union démocratique du Centre,Thomas,Membre,www.thomasmatter.ch,4144,Matter,3046,UDC,Union Démocratique du Centre,http://www.parlament.ch/SiteCollectionImages/profil/225x225/3046.jpg,2019-04-25T17:00:10Z
150,http://www.parlament.ch/f/suche/Pages/biografie.aspx?biografie_id=341,GE,Genève,S,S,Groupe socialiste,Liliane,Membre,www.maurypasquier.ch,341,Maury Pasquier,2405,PSS,Parti socialiste suisse,http://www.parlament.ch/SiteCollectionImages/profil/225x225/2405.jpg,2018-01-10T16:41:14Z
151,http://www.parlament.ch/f/suche/Pages/biografie.aspx?biografie_id=4186,GE,Genève,N,G,Groupe des Verts,Lisa,Membre,,4186,Mazzone,3086,PES,Parti écologiste suisse,http://www.parlament.ch/SiteCollectionImages/profil/225x225/3086.jpg,2018-07-02T08:07:55Z
152,http://www.parlament.ch/f/suche/Pages/biografie.aspx?biografie_id=4140,TI,Tessin,N,RL,Groupe libéral-radical,Giovanni,Membre,www.giovannimerlini.ch,4140,Merlini,3042,PLR,PLR.Les Libéraux-Radicaux,http://www.parlament.ch/SiteCollectionImages/profil/225x225/3042.jpg,2018-02-21T11:17:00Z
153,http://www.parlament.ch/f/suche/Pages/biografie.aspx?biografie_id=4198,ZH,Zurich,N,S,Groupe socialiste,Mattea,Membre,www.matteameyer.ch,4198,Meyer,3087,PSS,Parti socialiste suisse,http://www.parlament.ch/SiteCollectionImages/profil/225x225/3087.jpg,2019-03-29T14:01:26Z
154,http://www.parlament.ch/f/suche/Pages/biografie.aspx?biografie_id=4112,SH,Schaffhouse,S,V,Groupe de l'Union démocratique du Centre,Thomas,Membre,www.minder.sh,4112,Minder,3019,-,sans parti,http://www.parlament.ch/SiteCollectionImages/profil/225x225/3019.jpg,2017-11-13T09:28:49Z
155,http://www.parlament.ch/f/suche/Pages/biografie.aspx?biografie_id=4223,ZH,Zurich,N,S,Groupe socialiste,Fabian,Membre,www.fabianmolina.ch,4223,Molina,3124,PSS,Parti socialiste suisse,http://www.parlament.ch/SiteCollectionImages/profil/225x225/3124.jpg,2019-05-20T16:40:19Z
156,http://www.parlament.ch/f/suche/Pages/biografie.aspx?biografie_id=1346,VD,Vaud,N,RL,Groupe libéral-radical,Isabelle,Membre,www.isabelle-moret.ch,1346,Moret,2660,PLR,PLR.Les Libéraux-Radicaux,http://www.parlament.ch/SiteCollectionImages/profil/225x225/2660.jpg,2017-08-15T12:06:55Z
157,http://www.parlament.ch/f/suche/Pages/biografie.aspx?biografie_id=3897,ZH,Zurich,N,GL,Groupe vert'libéral,Tiana Angelina,Président(e),www.tianamoser.ch,3897,Moser,2700,pvl,Parti vert'libéral,http://www.parlament.ch/SiteCollectionImages/profil/225x225/2700.jpg,2018-08-30T15:39:00Z
158,http://www.parlament.ch/f/suche/Pages/biografie.aspx?biografie_id=4207,LU,Lucerne,S,RL,Groupe libéral-radical,Damian,Membre,www.damian-mueller.ch,4207,Müller,3108,PLR,PLR.Les Libéraux-Radicaux,http://www.parlament.ch/SiteCollectionImages/profil/225x225/3108.jpg,2018-08-30T15:39:21Z
159,http://www.parlament.ch/f/suche/Pages/biografie.aspx?biografie_id=4097,LU,Lucerne,N,C,Groupe PDC,Leo,Vice-président(e),www.leo-mueller.ch,4097,Müller,3012,PDC,Parti démocrate-chrétien suisse,http://www.parlament.ch/SiteCollectionImages/profil/225x225/3012.jpg,2019-01-11T13:59:49Z
160,http://www.parlament.ch/f/suche/Pages/biografie.aspx?biografie_id=1141,AG,Argovie,S,RL,Groupe libéral-radical,Philipp,Membre,,1141,Müller,2616,PLR,PLR.Les Libéraux-Radicaux,http://www.parlament.ch/SiteCollectionImages/profil/225x225/2616.jpg,2018-05-29T15:13:38Z
161,http://www.parlament.ch/f/suche/Pages/biografie.aspx?biografie_id=1345,SG,St-Gall,N,V,Groupe de l'Union démocratique du Centre,Thomas,Membre,,1345,Müller,2661,UDC,Union Démocratique du Centre,http://www.parlament.ch/SiteCollectionImages/profil/225x225/2661.jpg,2015-12-08T17:29:19Z
162,http://www.parlament.ch/f/suche/Pages/biografie.aspx?biografie_id=1137,SG,St-Gall,N,RL,Groupe libéral-radical,Walter,Membre,www.walter-mueller.ch,1137,Müller,2617,PLR,PLR.Les Libéraux-Radicaux,http://www.parlament.ch/SiteCollectionImages/profil/225x225/2617.jpg,2015-11-03T15:16:45Z
163,http://www.parlament.ch/f/suche/Pages/biografie.aspx?biografie_id=4063,SO,Soleure,N,C,Groupe PDC,Stefan,Membre,www.mueller-altermatt.ch,4063,Müller-Altermatt,2771,PDC,Parti démocrate-chrétien suisse,http://www.parlament.ch/SiteCollectionImages/profil/225x225/2771.jpg,2018-02-21T10:16:18Z
164,http://www.parlament.ch/f/suche/Pages/biografie.aspx?biografie_id=4134,SH,Schaffhouse,N,S,Groupe socialiste,Martina,Membre,www.martinamunz.ch,4134,Munz,3036,PSS,Parti socialiste suisse,http://www.parlament.ch/SiteCollectionImages/profil/225x225/3036.jpg,2015-11-13T14:06:54Z
165,http://www.parlament.ch/f/suche/Pages/biografie.aspx?biografie_id=1111,LU,Lucerne,N,V,Groupe de l'Union démocratique du Centre,Felix,Membre,www.mueri.info,1111,Müri,2618,UDC,Union Démocratique du Centre,http://www.parlament.ch/SiteCollectionImages/profil/225x225/2618.jpg,2018-10-23T09:07:39Z
166,http://www.parlament.ch/f/suche/Pages/biografie.aspx?biografie_id=4106,ZH,Zurich,N,S,Groupe socialiste,Martin,Membre,www.martin-naef.ch,4106,Naef,3018,PSS,Parti socialiste suisse,http://www.parlament.ch/SiteCollectionImages/profil/225x225/3018.jpg,2018-01-11T11:39:24Z
167,http://www.parlament.ch/f/suche/Pages/biografie.aspx?biografie_id=4193,VS,Valais,N,RL,Groupe libéral-radical,Philippe,Membre,www.nantermod.com,4193,Nantermod,3088,PLR,PLR.Les Libéraux-Radicaux,http://www.parlament.ch/SiteCollectionImages/profil/225x225/3088.jpg,2018-08-29T13:43:08Z
168,http://www.parlament.ch/f/suche/Pages/biografie.aspx?biografie_id=4168,VD,Vaud,N,V,Groupe de l'Union démocratique du Centre,Jacques,Membre,,4168,Nicolet,3089,UDC,Union Démocratique du Centre,http://www.parlament.ch/SiteCollectionImages/profil/225x225/3089.jpg,2018-01-10T16:45:12Z
169,http://www.parlament.ch/f/suche/Pages/biografie.aspx?biografie_id=3898,GE,Genève,N,V,Groupe de l'Union démocratique du Centre,Yves,Membre,www.nideggerlaw.ch,3898,Nidegger,2701,UDC,Union Démocratique du Centre,http://www.parlament.ch/SiteCollectionImages/profil/225x225/2701.jpg,2019-03-05T14:05:20Z
170,http://www.parlament.ch/f/suche/Pages/biografie.aspx?biografie_id=1279,VD,Vaud,N,S,Groupe socialiste,Roger,Président(e),www.roger-nordmann.ch,1279,Nordmann,2648,PSS,Parti socialiste suisse,http://www.parlament.ch/SiteCollectionImages/profil/225x225/2648.jpg,2015-11-13T14:49:35Z
171,http://www.parlament.ch/f/suche/Pages/biografie.aspx?biografie_id=1153,ZH,Zurich,S,RL,Groupe libéral-radical,Ruedi,Membre,www.ruedinoser.ch,1153,Noser,2619,PLR,PLR.Les Libéraux-Radicaux,http://www.parlament.ch/SiteCollectionImages/profil/225x225/2619.jpg,2018-02-21T09:28:53Z
172,http://www.parlament.ch/f/suche/Pages/biografie.aspx?biografie_id=3899,BL,Bâle-Campagne,N,S,Groupe socialiste,Eric,Membre,,3899,Nussbaumer,2702,PSS,Parti socialiste suisse,http://www.parlament.ch/SiteCollectionImages/profil/225x225/2702.jpg,2018-10-09T13:38:51Z
173,http://www.parlament.ch/f/suche/Pages/biografie.aspx?biografie_id=4222,SG,St-Gall,N,C,Groupe PDC,Nicolo,Membre,www.nicolo-paganini.ch,4222,Paganini,3123,PDC,Parti démocrate-chrétien suisse,http://www.parlament.ch/SiteCollectionImages/profil/225x225/3123.jpg,2019-03-12T08:52:30Z
174,http://www.parlament.ch/f/suche/Pages/biografie.aspx?biografie_id=4169,FR,Fribourg,N,V,Groupe de l'Union démocratique du Centre,Pierre-André,Membre,www.pierreandrepage.ch,4169,Page,3090,UDC,Union Démocratique du Centre,http://www.parlament.ch/SiteCollectionImages/profil/225x225/3090.jpg,2015-11-05T10:50:49Z
175,http://www.parlament.ch/f/suche/Pages/biografie.aspx?biografie_id=4073,TI,Tessin,N,V,Groupe de l'Union démocratique du Centre,Roberta,Membre,www.robertapantani.ch,4073,Pantani,2773,Lega,Lega dei Ticinesi,http://www.parlament.ch/SiteCollectionImages/profil/225x225/2773.jpg,2019-06-14T09:07:16Z
176,http://www.parlament.ch/f/suche/Pages/biografie.aspx?biografie_id=4045,BE,Berne,N,S,Groupe socialiste,Corrado,Membre,www.pardini.ch,4045,Pardini,2751,PSS,Parti socialiste suisse,http://www.parlament.ch/SiteCollectionImages/profil/225x225/2751.jpg,2018-10-24T08:49:05Z
177,http://www.parlament.ch/f/suche/Pages/biografie.aspx?biografie_id=4084,ZG,Zoug,N,RL,Groupe libéral-radical,Bruno,Membre,www.bruno-pezzatti.ch,4084,Pezzatti,2784,PLR,PLR.Les Libéraux-Radicaux,http://www.parlament.ch/SiteCollectionImages/profil/225x225/2784.jpg,2016-04-05T11:10:55Z
178,http://www.parlament.ch/f/suche/Pages/biografie.aspx?biografie_id=1109,ZG,Zoug,N,C,Groupe PDC,Gerhard,Membre,www.gpfister.ch,1109,Pfister,2623,PDC,Parti démocrate-chrétien suisse,http://www.parlament.ch/SiteCollectionImages/profil/225x225/2623.jpg,2016-05-02T11:52:05Z
179,http://www.parlament.ch/f/suche/Pages/biografie.aspx?biografie_id=4065,BE,Berne,N,V,Groupe de l'Union démocratique du Centre,Nadja,Membre,www.nadja-pieren.ch,4065,Pieren,2781,UDC,Union Démocratique du Centre,http://www.parlament.ch/SiteCollectionImages/profil/225x225/2781.jpg,2015-11-24T15:06:15Z
180,http://www.parlament.ch/f/suche/Pages/biografie.aspx?biografie_id=4109,FR,Fribourg,N,S,Groupe socialiste,Valérie,Membre,www.valerie-piller-carrard.ch,4109,Piller Carrard,3009,PSS,Parti socialiste suisse,http://www.parlament.ch/SiteCollectionImages/profil/225x225/3009.jpg,2018-10-23T12:21:23Z
181,http://www.parlament.ch/f/suche/Pages/biografie.aspx?biografie_id=4141,ZH,Zurich,N,RL,Groupe libéral-radical,Hans-Peter,Membre,www.hanspeter-portmann.ch,4141,Portmann,3043,PLR,PLR.Les Libéraux-Radicaux,http://www.parlament.ch/SiteCollectionImages/profil/225x225/3043.jpg,2015-10-29T17:53:56Z
182,http://www.parlament.ch/f/suche/Pages/biografie.aspx?biografie_id=4066,ZH,Zurich,N,BD,Groupe BD,Rosmarie,Président(e),www.rosmarie-quadranti.ch,4066,Quadranti,2779,PBD,Parti bourgeois-démocratique suisse,http://www.parlament.ch/SiteCollectionImages/profil/225x225/2779.jpg,2019-06-14T08:44:07Z
183,http://www.parlament.ch/f/suche/Pages/biografie.aspx?biografie_id=4046,TI,Tessin,N,V,Groupe de l'Union démocratique du Centre,Lorenzo,Membre,www.lorenzoquadri.ch,4046,Quadri,2752,Lega,Lega dei Ticinesi,http://www.parlament.ch/SiteCollectionImages/profil/225x225/2752.jpg,2017-12-18T11:50:25Z
184,http://www.parlament.ch/f/suche/Pages/biografie.aspx?biografie_id=172,SG,St-Gall,S,S,Groupe socialiste,Paul,Membre,www.paulrechsteiner.ch,172,Rechsteiner,2143,PSS,Parti socialiste suisse,http://www.parlament.ch/SiteCollectionImages/profil/225x225/2143.jpg,2015-05-17T21:18:19Z
185,http://www.parlament.ch/f/suche/Pages/biografie.aspx?biografie_id=4072,TI,Tessin,N,C,Groupe PDC,Fabio,Membre,www.fabioregazzi.ch,4072,Regazzi,2776,PDC,Parti démocrate-chrétien suisse,http://www.parlament.ch/SiteCollectionImages/profil/225x225/2776.jpg,2015-05-17T21:18:19Z
186,http://www.parlament.ch/f/suche/Pages/biografie.aspx?biografie_id=3901,SG,St-Gall,N,V,Groupe de l'Union démocratique du Centre,Lukas,Membre,www.lukas-reimann.ch,3901,Reimann,2704,UDC,Union Démocratique du Centre,http://www.parlament.ch/SiteCollectionImages/profil/225x225/2704.jpg,2018-01-10T16:52:43Z
187,http://www.parlament.ch/f/suche/Pages/biografie.aspx?biografie_id=173,AG,Argovie,N,V,Groupe de l'Union démocratique du Centre,Maximilian,Membre,www.maximilian-reimann.ch,173,Reimann,2147,UDC,Union Démocratique du Centre,http://www.parlament.ch/SiteCollectionImages/profil/225x225/2147.jpg,2018-02-21T08:42:49Z
188,http://www.parlament.ch/f/suche/Pages/biografie.aspx?biografie_id=4091,VS,Valais,N,S,Groupe socialiste,Mathias,Membre,www.mathiasreynard.ch,4091,Reynard,2795,PSS,Parti socialiste suisse,http://www.parlament.ch/SiteCollectionImages/profil/225x225/2795.jpg,2019-06-07T08:28:56Z
189,http://www.parlament.ch/f/suche/Pages/biografie.aspx?biografie_id=4204,VS,Valais,S,C,Groupe PDC,Beat,Membre,www.beat-rieder.ch,4204,Rieder,3105,PDC,Parti démocrate-chrétien suisse,http://www.parlament.ch/SiteCollectionImages/profil/225x225/3105.jpg,2015-11-27T14:24:59Z
190,http://www.parlament.ch/f/suche/Pages/biografie.aspx?biografie_id=502,ZH,Zurich,N,C,Groupe PDC,Kathy,Membre,www.kathyriklin.ch,502,Riklin,2525,PDC,Parti démocrate-chrétien suisse,http://www.parlament.ch/SiteCollectionImages/profil/225x225/2525.jpg,2018-02-21T09:40:40Z
191,http://www.parlament.ch/f/suche/Pages/biografie.aspx?biografie_id=1119,FR,Fribourg,N,V,Groupe de l'Union démocratique du Centre,Jean-François,Membre,,1119,Rime,2627,UDC,Union Démocratique du Centre,http://www.parlament.ch/SiteCollectionImages/profil/225x225/2627.jpg,2018-02-21T09:24:28Z
192,http://www.parlament.ch/f/suche/Pages/biografie.aspx?biografie_id=4052,SG,St-Gall,N,C,Groupe PDC,Markus,Membre,www.markusritter.ch,4052,Ritter,2754,PDC,Parti démocrate-chrétien suisse,http://www.parlament.ch/SiteCollectionImages/profil/225x225/2754.jpg,2015-05-17T21:18:19Z
193,http://www.parlament.ch/f/suche/Pages/biografie.aspx?biografie_id=4232,VD,Vaud,N,S,Groupe socialiste,Nicolas,Membre,,4232,Rochat Fernandez,3133,PSS,Parti socialiste suisse,http://www.parlament.ch/SiteCollectionImages/profil/225x225/3133.jpg,2019-04-25T14:59:22Z
194,http://www.parlament.ch/f/suche/Pages/biografie.aspx?biografie_id=4220,VS,Valais,N,C,Groupe PDC,Benjamin,Membre,www.benjaminpdc.ch,4220,Roduit,3121,PDC,Parti démocrate-chrétien suisse,http://www.parlament.ch/SiteCollectionImages/profil/225x225/3121.jpg,2018-12-13T12:07:26Z
195,http://www.parlament.ch/f/suche/Pages/biografie.aspx?biografie_id=4120,TI,Tessin,N,C,Groupe PDC,Marco,Membre,www.marcoromano.ch,4120,Romano,3025,PDC,Parti démocrate-chrétien suisse,http://www.parlament.ch/SiteCollectionImages/profil/225x225/3025.jpg,2018-02-13T10:53:01Z
196,http://www.parlament.ch/f/suche/Pages/biografie.aspx?biografie_id=4100,BE,Berne,N,V,Groupe de l'Union démocratique du Centre,Albert,Membre,www.albertroesti.ch,4100,Rösti,3010,UDC,Union Démocratique du Centre,http://www.parlament.ch/SiteCollectionImages/profil/225x225/3010.jpg,2019-03-22T15:02:18Z
197,http://www.parlament.ch/f/suche/Pages/biografie.aspx?biografie_id=4170,VS,Valais,N,V,Groupe de l'Union démocratique du Centre,Franz,Membre,www.franz-ruppen.ch,4170,Ruppen,3091,UDC,Union Démocratique du Centre,http://www.parlament.ch/SiteCollectionImages/profil/225x225/3091.jpg,2017-12-12T16:21:00Z
198,http://www.parlament.ch/f/suche/Pages/biografie.aspx?biografie_id=4125,ZH,Zurich,N,V,Groupe de l'Union démocratique du Centre,Gregor,Membre,www.gregor-rutz.ch,4125,Rutz,3030,UDC,Union Démocratique du Centre,http://www.parlament.ch/SiteCollectionImages/profil/225x225/3030.jpg,2019-04-24T09:36:09Z
199,http://www.parlament.ch/f/suche/Pages/biografie.aspx?biografie_id=4095,BE,Berne,N,G,Groupe des Verts,Regula,Membre,www.regularytz.ch,4095,Rytz,3000,PES,Parti écologiste suisse,http://www.parlament.ch/SiteCollectionImages/profil/225x225/3000.jpg,2016-12-21T08:26:43Z
200,http://www.parlament.ch/f/suche/Pages/biografie.aspx?biografie_id=4172,BE,Berne,N,V,Groupe de l'Union démocratique du Centre,Werner,Membre,www.werner-salzmann.ch,4172,Salzmann,3092,UDC,Union Démocratique du Centre,http://www.parlament.ch/SiteCollectionImages/profil/225x225/3092.jpg,2016-11-15T16:03:07Z
201,http://www.parlament.ch/f/suche/Pages/biografie.aspx?biografie_id=4202,ZH,Zurich,N,RL,Groupe libéral-radical,Regine,Membre,www.regine-sauter.ch,4202,Sauter,3103,PLR,PLR.Les Libéraux-Radicaux,http://www.parlament.ch/SiteCollectionImages/profil/225x225/3103.jpg,2019-02-25T07:54:40Z
202,http://www.parlament.ch/f/suche/Pages/biografie.aspx?biografie_id=1148,VD,Vaud,S,S,Groupe socialiste,Géraldine,Membre,,1148,Savary,2629,PSS,Parti socialiste suisse,http://www.parlament.ch/SiteCollectionImages/profil/225x225/2629.jpg,2015-12-08T17:56:16Z
203,http://www.parlament.ch/f/suche/Pages/biografie.aspx?biografie_id=1129,BS,Bâle-Ville,N,S,Groupe socialiste,Silvia,Membre,www.silviaschenker.ch,1129,Schenker,2630,PSS,Parti socialiste suisse,http://www.parlament.ch/SiteCollectionImages/profil/225x225/2630.jpg,2015-11-13T13:43:40Z
204,http://www.parlament.ch/f/suche/Pages/biografie.aspx?biografie_id=4124,LU,Lucerne,N,RL,Groupe libéral-radical,Peter,Membre,www.peter-schilliger.ch,4124,Schilliger,3029,PLR,PLR.Les Libéraux-Radicaux,http://www.parlament.ch/SiteCollectionImages/profil/225x225/3029.jpg,2018-01-10T16:55:04Z
205,http://www.parlament.ch/f/suche/Pages/biografie.aspx?biografie_id=4234,ZH,Zurich,N,V,Groupe de l'Union démocratique du Centre,Therese,Membre,www.therese-schlaepfer.ch,4234,Schläpfer,3135,UDC,Union Démocratique du Centre,http://www.parlament.ch/SiteCollectionImages/profil/225x225/3135.jpg,2019-05-22T17:13:25Z
206,http://www.parlament.ch/f/suche/Pages/biografie.aspx?biografie_id=4078,GR,Grisons,S,RL,Groupe libéral-radical,Martin,Membre,www.kunzschmid.ch,4078,Schmid,2783,PLR,PLR.Les Libéraux-Radicaux,http://www.parlament.ch/SiteCollectionImages/profil/225x225/2783.jpg,2015-11-17T15:48:04Z
207,http://www.parlament.ch/f/suche/Pages/biografie.aspx?biografie_id=4060,BL,Bâle-Campagne,N,RL,Groupe libéral-radical,Daniela,Membre,www.danielaschneeberger.ch,4060,Schneeberger,2766,PLR,PLR.Les Libéraux-Radicaux,http://www.parlament.ch/SiteCollectionImages/profil/225x225/2766.jpg,2016-11-01T11:54:56Z
208,http://www.parlament.ch/f/suche/Pages/biografie.aspx?biografie_id=4123,FR,Fribourg,N,S,Groupe socialiste,Ursula,Membre,www.ursulaschneider.ch,4123,Schneider Schüttel,3028,PSS,Parti socialiste suisse,http://www.parlament.ch/SiteCollectionImages/profil/225x225/3028.jpg,2018-02-21T11:15:36Z
209,http://www.parlament.ch/f/suche/Pages/biografie.aspx?biografie_id=4040,BL,Bâle-Campagne,N,C,Groupe PDC,Elisabeth,Membre,www.elisabethschneider.ch,4040,Schneider-Schneiter,2748,PDC,Parti démocrate-chrétien suisse,http://www.parlament.ch/SiteCollectionImages/profil/225x225/2748.jpg,2017-04-03T08:51:37Z
